title,authors,url,session,abstract_takeaway
GraphFlow: A Graph-Based Workflow Management for Efficient LLM-Agent Serving,Ao Li; Shangpeng Yang; Fahao Chen; Tianheng Xu; Peng Li; su zhou,https://icml.cc/virtual/2026/poster/66432,Poster Session 6,"Focuses on agent serving, workflow management, graphflow graph-based, graph-based workflow, and management llm-agent."
Grounding LLMs in Scientific Discovery via Embodied Actions,Bo Zhang; Jinfeng Zhou; Yuxuan Chen; Jianing Yin; Minlie Huang; Hongning Wang,https://icml.cc/virtual/2026/poster/62124,Poster Session 8,"Focuses on grounding llms, scientific discovery, embodied actions, scientific modeling, and llms scientific."
GSRQ: Gain-Shape Residual Quantization for Sub-1-bit KV Cache,Soosung Kim; Minjae Park; Eui-Young Chung; Jaeyong Chung,https://icml.cc/virtual/2026/poster/65012,Poster Session 6,"Focuses on residual quantization, gain-shape residual, vector quantization, sub-1-bit regime, and standard means."
HE-SNR: Uncovering Latent Logic via Entropy for Guiding Mid-Training on SWE-bench,Yueyang Wang; Jiawei Fu; Baolong Bi; Xili Wang; Xiaoqing Liu,https://icml.cc/virtual/2026/poster/65204,Poster Session 2,"Focuses on guiding mid-training, he-snr uncovering, uncovering latent, latent logic, and logic entropy."
HERMES: Towards Efficient and Verifiable Mathematical Reasoning in LLMs,Azim Ospanov; Zijin Feng; Jiacheng Sun; Haoli Bai; SHEN XIN; Farzan Farnia,https://icml.cc/virtual/2026/poster/60844,Poster Session 7,"Focuses on mathematical reasoning, verifiable mathematical, reasoning llms, informal reasoning, and hermes verifiable."
HGMem: Hypergraph-based Working Memory to Improve Multi-step RAG for Long-Context Complex Relational Modeling,Chulun Zhou; Chunkang Zhang; Guoxin Yu; Fandong Meng; Jie Zhou; Wai Lam; Mo Yu,https://icml.cc/virtual/2026/poster/62721,Poster Session 5,"Focuses on hgmem hypergraph-based, working memory, multi-step rag, global sense-making, and memory mechanism."
Hierarchical Abstract Tree for Cross-Document Retrieval Augmented Generation,Ziwen Zhao; Menglin Yang,https://icml.cc/virtual/2026/poster/66483,Poster Session 8,"Focuses on hierarchical abstract, abstract tree, cross-document multi-hop, tree cross-document, and cross-document retrieval."
Hista and Numca: Estimate State Value Effectively for Large Language Model Reinforcement Learning,Zizhe Chen; Jiqian Dong; Yizhou Tian; Garry YANG; Yongqiang Chen; Zhitang Chen; James Cheng,https://icml.cc/virtual/2026/poster/62546,Poster Session 2,"Focuses on state value, value estimation, hista numca, numca estimate, and estimate state."
How Few-Shot Examples Add Up: A Causal Decomposition of Function Vectors in In-Context Learning,Entang Wang; Yiwei Wang; Aleksandra Bakalova; Michael Hahn,https://icml.cc/virtual/2026/poster/65022,Poster Session 6,"Focuses on causal decomposition, few-shot prompts, query key, few-shot examples, and examples add."
How Language Models Process Negation,Zhejian Zhou; Tianyi Zhou; Robin Jia; Jonathan May,https://icml.cc/virtual/2026/poster/65982,Poster Session 3,"Focuses on process negation, language process, negation study, study large, and language llms."
How Reasoning Evolves from Post-Training Data: An Empirical Study Using Chess,Lucas Dionisopoulos; Nicklas Majamaki; Prithviraj Ammanabrolu,https://icml.cc/virtual/2026/poster/60855,,"Focuses on reasoning evolves, hallucination rates, evolves post-training, post-training empirical, and empirical study."
How to Correctly Report LLM-as-a-Judge Evaluations,Chungpa Lee; Thomas Zeng; Jongwon Jeong; Jy-yong Sohn; Kangwook Lee,https://icml.cc/virtual/2026/poster/63607,Poster Session 2,"Focuses on sensitivity specificity, correctly report, report llm-as-a-judge, llm-as-a-judge evaluations, and evaluations large."
How to Fine-Tune a Reasoning Model? A Teacher–Student Cooperation Framework to Synthesize Student-Consistent SFT Data,Zixian Huang; Kaichen Yang; Xu Huang; Feiyang Hao; Qiming Ge; Bowen Li; He Du; Kai Chen; Qipeng Guo,https://icml.cc/virtual/2026/poster/61070,Poster Session 5,"Focuses on teacher student, student cooperation, reasoning capabilities, distribution student, and fine-tune reasoning."
How to Train Your Advisor: Steering Black-Box LLMs with Advisor Models,Parth Asawa; Alan Zhu; Abigail O&amp;#x27;Neill; Matei Zaharia; Alex Dimakis; Joseph E Gonzalez,https://icml.cc/virtual/2026/poster/65710,Poster Session 3,"Focuses on black-box frontier, train your, your advisor, advisor steering, and steering black-box."
How2Everything: Mining the Web for How-to Procedures to Evaluate and Improve LLMs,Yapei Chang; Kyle Lo; Mohit Iyyer; Luca Soldaini,https://icml.cc/virtual/2026/poster/64745,Poster Session 7,"Focuses on how-to procedures, how2everything mining, mining web, web how-to, and procedures evaluate."
HugRAG: Hierarchical Causal Knowledge Graph Design for RAG,Nengbo Wang; Tuo Liang; Vikash Singh; Chaoda Song; Van Yang; Yu Yin; Jing Ma; JAGDIP SINGH; Vipin Chaudhary,https://icml.cc/virtual/2026/poster/65293,Poster Session 5,"Focuses on graph-based rag, hugrag hierarchical, hierarchical causal, causal knowledge, and knowledge graph."
Hunt Instead of Wait: Evaluating Deep Data Research on Large Language Models,Wei Liu; Peijie Yu; Michele Orini; Yali Du; Yulan He,https://icml.cc/virtual/2026/poster/64422,Poster Session 8,"Focuses on investigatory intelligence, hunt instead, instead wait, wait evaluating, and evaluating research."
HyPER: Bridging Exploration and Exploitation for Scalable LLM Reasoning with Hypothesis Path Expansion and Reduction,Shengxuan Qiu; Haochen Huang; Shuzhang Zhong; Pengfei Zuo; Meng Li,https://icml.cc/virtual/2026/poster/65181,Poster Session 5,"Focuses on exploration exploitation, hypothesis paths, hyper bridging, bridging exploration, and exploitation scalable."
HypoSpace: A Diagnostic Benchmark for Set-Valued Hypothesis Generation under Underdetermination and Sublinear Coverage Bounds,Tingting Chen; Beibei Lin; Zifeng Yuan; Qiran Zou; Hongyu He; Anirudh Goyal; Yew Soon ONG; Dianbo Liu,https://icml.cc/virtual/2026/poster/64104,Poster Session 5,"Focuses on diagnostic set-valued, hypothesis spaces, uniqueness recovery, hypospace diagnostic, and set-valued hypothesis."
"Imagination Helps Visual Reasoning, But Not Yet in Latent Space",You Li; Chi Chen; Yanghao Li; Fanhu Zeng; Kaiyu Huang; Xu Jinan; Maosong Sun,https://icml.cc/virtual/2026/poster/61980,Poster Session 8,"Focuses on latent tokens, visual reasoning, latent reasoning, final answer, and imagination helps."
ImgCoT: Compressing Long Chain of Thought into Compact Visual Tokens for Efficient Reasoning of Large Language Model,Xiaoshu Chen; sihang zhou; KE LIANG; Taichun Zhou; Yaohua Wang; Yang Gao; Xinwang Liu,https://icml.cc/virtual/2026/poster/63716,,"Focuses on latent tokens, reasoning structure, textual cot, compressing long, and reasoning large."
Implicit Actor Critic Coupling via a Supervised Learning Framework for RLVR,Jiaming Li; Longze Chen; Ze Gong; Yukun Chen; Lu Wang; Wanwei He; Run Luo; Minzheng Wang; Lei Zhang; Haoran Ye; Min Yang,https://icml.cc/virtual/2026/poster/63889,Poster Session 4,"Focuses on verifiable rewards, policy gradient, implicit actor, actor critic, and critic coupling."
Incremental BPE Tokenization,Shenghu Jiang; Ruihao Gong,https://icml.cc/virtual/2026/poster/63148,Poster Session 4,"Focuses on bpe tokenization, standard bpe, incremental bpe, tokenization novel, and novel algorithm."
Inference-Aware Meta-Alignment of LLMs via Non-Linear GRPO,Shokichi Takakura; Akifumi Wachi; Rei Higuchi; Kohei Miyaguchi; Taiji Suzuki,https://icml.cc/virtual/2026/poster/64694,Poster Session 5,"Focuses on inference-time alignment, aligned multiple, inference-aware meta-alignment, non-linear grpo, and llms aligned."
Information Flow Reveals When to Trust Language Models,Rui Xu; Yi Chen; Jiujiu Chen; Sihong Xie,https://icml.cc/virtual/2026/poster/60884,Poster Session 5,"Focuses on information flow, context token, likely correct, flow reveals, and reveals trust."
InftyThink+: Effective and Efficient Infinite-Horizon Reasoning via Reinforcement Learning,Yuchen Yan; Liang Jiang; Jin Jiang; Shuaicheng Li; zujie wen; Zhiqiang Zhang; JUN ZHOU; Jian Shao; Yueting Zhuang; Yongliang Shen,https://icml.cc/virtual/2026/poster/61068,Poster Session 5,"Focuses on iterative reasoning, inftythink effective, effective infinite-horizon, infinite-horizon reasoning, and reasoning reinforcement."
Injecting Distributional Awareness into MLLMs via Reinforcement Learning for Deep Imbalanced Regression,Yao DU; Shanshan Song; Xiaomeng Li,https://icml.cc/virtual/2026/poster/63018,Poster Session 2,"Focuses on injecting distributional, distributional awareness, awareness mllms, mllms reinforcement, and reinforcement imbalanced."
Inner-layer Token Self-Modulation as Another Scaling Axis for LLMs,Yebin Yang; Debing Zhang; Huaijin Wu; Jingtao Han; Lin Yao; Xiaohan Qin; Jingzhi Wang; Junchi Yan,https://icml.cc/virtual/2026/poster/66476,Poster Session 3,"Focuses on scaling axis, token-indexed parameters, retoken mort, quality compute, and inner-layer token."
InstEmb: Instruction-Following Embeddings through Glimpses of the Future,Tianhao Gao; Jun Fang; Xiaohui Zhang; Zhiyuan Liu; Chao Liu; Pengzhang Liu; Qixia Jiang,https://icml.cc/virtual/2026/poster/62511,Poster Session 7,"Focuses on instruction following, semantic information, instemb instruction-following, instruction-following embeddings, and embeddings glimpses."
INT vs. FP: A Comprehensive Study of Fine-Grained Low-bit Quantization Formats,Mengzhao Chen; Meng Wu; Hui Jin; Zhihang Yuan; Jing Liu; Chaoyi Zhang; Yunshui Li; Jie Huang; Jin Ma; Zeyue Xue; Zhiheng Liu; Xingyan Bin; Ping Luo,https://icml.cc/virtual/2026/poster/66697,Poster Session 5,"Focuses on fine-grained low-bit, int formats, block size, int study, and study fine-grained."
Intrinsic Credit Assignment for Long Horizon Interaction,Ilze Amanda Auzina; Joschka Strüber; Sergio Hernández-Gutiérrez; Shashwat Goel; Ameya Pandurang Prabhu; Matthias Bethge,https://icml.cc/virtual/2026/poster/63968,Poster Session 4,"Focuses on credit assignment, intrinsic credit, assignment long, long horizon, and horizon interaction."
Inverse Depth Scaling From Most Layers Being Similar,Yizhou Liu; Sara Kangaslahti; Ziming Liu; Jeff Gore,https://icml.cc/virtual/2026/poster/65580,Poster Session 4,"Focuses on residual networks, smooth dynamics, inverse depth, depth scaling, and scaling most."
Investigating Advanced Reasoning of Large Language Models via Black-Box Interaction,Congchi Yin; Tianyi Wu; Yankai Shu; Alex Gu; Yun Wang; Jun Shao; xun jiang; Piji Li,https://icml.cc/virtual/2026/poster/61518,Poster Session 5,"Focuses on black-box interaction, hidden function, investigating advanced, advanced reasoning, and reasoning large."
Investigating Continual Pretraining in Large Language Models: Insights and Implications,Cagatay Yildiz; Nishaanth Kanna; Nitin Sharma; Matthias Bethge; Beyza Ermis,https://icml.cc/virtual/2026/poster/68805,Poster Session 8,"Focuses on continual pretraining, training domains, investigating continual, pretraining large, and language insights."
IRPM: Intergroup Relative Preference Modeling for Pointwise Generative Reward Models,Haonan Song; Qingchen Xie; Huan Zhu; Feng Xiao; Luxi Xing; Liu Kang; Fuzhen Li; Zhiyong Zheng; Feng Jiang; Ziheng Li; Kun Yan; Qingyi Si; Yanghua Xiao; Hongcheng Guo; Fan Yang,https://icml.cc/virtual/2026/poster/64778,Poster Session 6,"Focuses on intergroup relative, relative preference, preference modeling, generative reward, and pairwise grms."
Judgment Operators: A Composition-Invariant Substrate for Multi-Agent Action Spaces,Jun Li,https://icml.cc/virtual/2026/poster/65952,Poster Session 1,"Focuses on judgment operators, linear scaling, corrective precedents, corrective knowledge, and recurring violations."
KBQA-R1: Reinforcing Large Language Models for Knowledge Base Question Answering,Xin Sun; Zhongqi Chen; Xing Zheng; Qiang Liu; Shu Wu; Bowen Song; Zilei Wang; Weiqiang Wang; Liang Wang,https://icml.cc/virtual/2026/poster/64434,Poster Session 3,"Focuses on knowledge base, base question, question answering, kbqa-r1 reinforcing, and reinforcing large."
Knowing When to Quit: A Principled Framework for Dynamic Abstention in LLM Reasoning,Hen Davidov; Nachshon Cohen; Oren Kalinsky; Yaron Fairstein; Guy Kushilevitz; Ram Yazdi; Patrick Rebeschini,https://icml.cc/virtual/2026/poster/64083,Poster Session 1,"Focuses on dynamic abstention, value function, knowing quit, quit principled, and principled dynamic."
KORE: Enhancing Knowledge Injection for Large Multimodal Models via Knowledge-Oriented Controls,Kailin Jiang; Hongbo Jiang; Ning Jiang; Zhi Gao; Jinhe Bi; Yuchen Ren; Bin Li; Yuntao Du; Lei Liu; Qing Li,https://icml.cc/virtual/2026/poster/65350,Poster Session 7,"Focuses on knowledge injection, large multimodal, knowledge-oriented controls, catastrophic forgetting, and knowledge enabling."
Language Models as Nodes: Constructing a High-Level Neural Network,Shiguang Wu; Yaqing Wang; QUANMING YAO,https://icml.cc/virtual/2026/poster/64588,Poster Session 2,"Focuses on constructing high-level, high-level neural, neural network, language nodes, and nodes constructing."
Large Vision–Language Models Get Lost in Attention,Gongli Xi; Ye Tian; Mengyu Yang; Huahui Yi; Liang Lin; Xiaoshuai Hao; Kun Wang; Wendong Wang,https://icml.cc/virtual/2026/poster/61467,Poster Session 7,"Focuses on get lost, lost attention, large vision, vision language, and language get."
Latent Collaboration in Multi-Agent Systems,Jiaru Zou; Xiyuan Yang; Ruizhong Qiu; Gaotang Li; Katherine Tieu; Pan Lu; Ke Shen; Hanghang Tong; Yejin Choi; Jingrui He; James Zou; Mengdi Wang; Ling Yang,https://icml.cc/virtual/2026/poster/61180,Poster Session 6,"Focuses on latent collaboration, multi-agent systems, llm agents, each agent, and latent thoughts."
LatentChem: From Textual CoT to Latent Thinking in Chemical Reasoning,Xinwu Ye; Yicheng Mao; Jia Zhang; Yimeng (Yoyo) Liu; Hao Li; Fang Wu; Zhiwei Li; Yuxuan Liao; Zehong Wang; Zhiyuan Liu; Zhenfei Yin; Li Yuan; Phil Torr; Huan Sun; xiangxiang Zeng; Mengdi Wang; Le Cong; Shenghua Gao; Robert Tang,https://icml.cc/virtual/2026/poster/63674,Poster Session 7,"Focuses on chemical logic, latentchem textual, textual cot, cot latent, and latent thinking."
Leak@ k : Unlearning Does Not Make LLMs Forget Under Probabilistic Decoding,Hadi Reisizadeh; Jiajun Ruan; Yiwei Chen; Soumyadeep Pal; Sijia Liu; Mingyi Hong,https://icml.cc/virtual/2026/poster/61231,Poster Session 8,"Focuses on probabilistic decoding, leak metric, leak unlearning, unlearning make, and make llms."
LEAP: Zone-Aware MCTS for LLM Self-Speculative Decoding,LeiQuan Zheng; Yuan Liu,https://icml.cc/virtual/2026/poster/63577,Poster Session 5,"Focuses on self-speculative decoding, llm inference, search space, leap zone-aware, and zone-aware mcts."
Learning GUI Grounding with Spatial Reasoning from Visual Feedback,Yu Zhao; Wei-Ning Chen; Huseyin Inan; Samuel Kessler; Lu Wang; Lukas Wutschitz; Fangkai Yang; Chaoyun Zhang; Pasquale Minervini; Saravanakumar Rajmohan; Robert A Sim,https://icml.cc/virtual/2026/poster/62734,Poster Session 1,"Focuses on gui grounding, spatial reasoning, visual feedback, grounding spatial, and reasoning visual."
Learning Query-Aware Budget-Tier Routing for Runtime Agent Memory,Haozhen Zhang; Haodong Yue; Tao Feng; Quanyu Long; Jianzhu Bao; Bowen Jin; Weizhi Zhang; Xiao Li; Jiaxuan You; Chengwei Qin; Wenya Wang,https://icml.cc/virtual/2026/poster/66266,Poster Session 6,"Focuses on budget-tier routing, runtime agent, agent memory, memory construction, and budget tiers."
Learning Randomized Reductions,Ferhat Erata; Orr Paradise; Thanos Typaldos; Timos Antonopoulos; ThanhVu Nguyen; Shafi Goldwasser; Ruzica Piskac,https://icml.cc/virtual/2026/poster/62376,Poster Session 4,"Focuses on discovering rsrs, linear regression, rsrs functions, agentic bitween, and randomized reductions."
Learning Self-Interpretation from Interpretability Artifacts: Training Lightweight Adapters on Vector-Label Pairs,Keenan Pepper; Alex McKenzie; Florin Pop; Stijn Servaes; Martin Leitgab; Michael Vaiana; Judd Rosenblatt; Michael Graziano; Diogo de Lucena,https://icml.cc/virtual/2026/poster/63775,Poster Session 2,"Focuses on interpretability artifacts, training lightweight, lightweight adapters, self-interpretation interpretability, and artifacts training."
Learning to Evict from Key-Value Cache,Luca Moschella; Laura Manduchi; Ozan Sener,https://icml.cc/virtual/2026/poster/66783,Poster Session 4,"Focuses on key-value cache, cache eviction, future utility, evict key-value, and cache growing."
Learning to Explore: Scaling Agentic Reasoning via Exploration-Aware Policy Optimization,Xingyuan Hua; Sheng Yue; Ju Ren,https://icml.cc/virtual/2026/poster/63287,Poster Session 2,"Focuses on exploratory actions, explore scaling, scaling agentic, agentic reasoning, and reasoning exploration-aware."
Learning to Reason for Factuality,Xilun Chen; Ilia Kulikov; Vincent-Pierre Berges; Barlas Oğuz; Rulin Shao; Gargi Ghosh; Scott Yih,https://icml.cc/virtual/2026/poster/62911,Poster Session 8,"Focuses on long-form factuality, detail level, factual reasoning, reason factuality, and factuality reasoning."
Less is More: Geometric Unlearning for LLMs with Minimal Data Disclosure,Chenchen Tan; Xinghao Li; Shujie Cui; Youyang Qu; Cunjian Chen; Longxiang Gao,https://icml.cc/virtual/2026/poster/63359,Poster Session 3,"Focuses on geometric unlearning, access original, original training, training corpus, and unlearning llms."
Leveraging Evidence Priors for Robust Prompt Learning under Noisy Supervision in Vision-Language Models,Junnan Zou; Zhu Teng; Wei Zhang; Ming He; Jianping Fan,https://icml.cc/virtual/2026/poster/64922,Poster Session 2,"Focuses on noisy labels, leveraging evidence, evidence priors, priors robust, and robust prompt."
LiME: Lightweight Mixture of Experts for Efficient Multimodal Multi-task Learning,Md Kowsher; Haris Mansoor; Nusrat Prottasha; Ozlem Garibay; Victor Zhu; Zhengping Ji; Chen Chen,https://icml.cc/virtual/2026/poster/64728,,"Focuses on mixture experts, lime lightweight, lightweight mixture, multimodal multi-task, and separate adapters."
LiveNewsBench: Evaluating LLM Web Search Capabilities with Freshly Curated News,Yunfan Zhang; Kathleen McKeown; Smaranda Muresan,https://icml.cc/virtual/2026/poster/65939,Poster Session 7,"Focuses on web search, agentic web, search capabilities, livenewsbench evaluating, and evaluating llm."
LK Losses: Direct Acceptance Rate Optimization for Speculative Decoding,Alexander Samarin; Sergei Krutikov; Anton Shevtsov; Sergei Skvortsov; Filipp Fisin; Aleksandr Golubev,https://icml.cc/virtual/2026/poster/63125,Poster Session 7,"Focuses on acceptance rate, speculative decoding, training objectives, losses direct, and direct acceptance."
Look on Demand: A Cognitive Scheduling Framework for Visual Evidence Acquisition in Multimodal Reasoning,Yang Zhang; Xiaoshuai Sun; Rui Zhao; Wujin Sun; Yidong Chen; Jiayi Ji; Qian Chen; Rongrong Ji,https://icml.cc/virtual/2026/poster/62146,Poster Session 7,"Focuses on visual evidence, multimodal reasoning, cognitive scheduling, reasoning process, and look demand."
LoRA-DA: Data-Aware Initialization for Low-Rank Adaptation via Asymptotic Analysis,Qingyue Zhang; Chang Chu; Tianren Peng; Qi Li; Xiangyang Luo; Zhihao Jiang; Shao-Lun Huang,https://icml.cc/virtual/2026/poster/64590,Poster Session 7,"Focuses on fine-tuned target, lora-da data-aware, data-aware initialization, initialization low-rank, and low-rank adaptation."
LoSA: Locality Aware Sparse Attention in Diffusion Language Models,Haocheng Xi; Harman Singh; Yuezhou Hu; Coleman Hooper; Rishabh Tiwari; Aditya Tomar; Wonjun Kang; Minjae Lee; Michael Mahoney; Chenfeng Xu; Kurt Keutzer; Amir Gholaminejad,https://icml.cc/virtual/2026/poster/63941,Poster Session 3,"Focuses on sparse attention, diffusion language, block-wise diffusion, representation changes, and active tokens."
Low Kruskal-Rank Adaptation,Yixing Xu; Guanchen Li; Chao Li; Xuanwu Yin; Dong Li; Spandan Tiwari; Ashish Sirasao; Emad Barsoum,https://icml.cc/virtual/2026/poster/63686,Poster Session 2,"Focuses on kruskal rank, low kruskal-rank, kruskal-rank adaptation, adaptation low-rank, and low-rank adaptation."
LRAgent: Efficient KV Cache Sharing for Multi-LoRA LLM Agents,Hyesung Jeon; Hyeongju Ha; jae-joon kim,https://icml.cc/virtual/2026/poster/61572,Poster Session 1,"Focuses on cache sharing, lragent cache, sharing multi-lora, multi-lora agents, and pretrained backbone."
LUGS: Latent-aware Guidance for Efficient Unmasking in Diffusion Large Language Models,Nuanqiao Shan; Kairong Han; Xinpeng Dong; Kun Kuang,https://icml.cc/virtual/2026/poster/61065,Poster Session 7,"Focuses on latent-aware guidance, local heuristics, heuristics confidence, confidence entropy, and lugs latent-aware."
Many-Shot CoT-ICL: Making In-Context Learning Truly Learn,Tsz Ting Chung; Lemao Liu; Mo Yu; Dit-Yan Yeung,https://icml.cc/virtual/2026/poster/61268,Poster Session 5,"Focuses on many-shot cot-icl, non-reasoning tasks, reasoning-oriented llms, cot demonstrations, and in-context test-time."
MAPS: Memory-Aware Predictive Scheduling Framework for Large Language Models Serving,Tiancheng Zhang; Yulin Chen; Yunfeng Zhao; Shaoyuan Huang; Cheng Zhang; Xiaofei Wang,https://icml.cc/virtual/2026/poster/64507,Poster Session 3,"Focuses on maps memory-aware, memory-aware predictive, predictive scheduling, scheduling large, and language serving."
Margin-Adaptive Confidence Ranking for Reliable LLM Judgement,Gaojie Jin; Yong Tao; Lijia Yu; Tianjin Huang,https://icml.cc/virtual/2026/poster/61656,Poster Session 5,"Focuses on confidence estimator, margin-adaptive confidence, confidence ranking, ranking reliable, and reliable llm."
Masks Can Be Distracting: On Context Comprehension in Diffusion Language Models,Julianna Piskorz; Cristina Pinneri; Alvaro Correia; Motasem Alfarra; Risheek Garrepalli; Christos Louizos,https://icml.cc/virtual/2026/poster/62580,Poster Session 4,"Focuses on context comprehension, diffusion language, relevant information, masks distracting, and distracting context."
MASPOB: Bandit-Based Prompt Optimization for Multi-Agent Systems with Graph Neural Networks,Zhi Hong; Qian Zhang; Jiahang Sun; Zhiwei Shang; Mingze Kong; Xiangyi Wang; Yao Shu; Zhongxiang Dai,https://icml.cc/virtual/2026/poster/65791,Poster Session 2,"Focuses on prompt optimization, multi-agent systems, graph neural, topology-induced coupling, and maspob bandit-based."
Maximizing mutual information between prompt and response improves LLM performance with no additional data,Hyunji (Alex) Nam; Haoran Li; Natasha Jaques,https://icml.cc/virtual/2026/poster/64189,Poster Session 3,"Focuses on mutual information, response conditioned, maximizing mutual, information prompt, and prompt response."
Maximum Likelihood Reinforcement Learning,Fahim Tajwar; Guanning Zeng; Yueer Zhou; Yuda Song; Daman Arora; Yiding Jiang; Jeff Schneider; Russ Salakhutdinov; Haiwen Feng; Andrea Zanette,https://icml.cc/virtual/2026/poster/65332,Poster Session 3,"Focuses on maximum likelihood, likelihood reinforcement, reinforcement maximum, likelihood fundamental, and fundamental supervised."
MCCE: A Framework for Multi-LLM Collaborative Search in Discrete Spaces with Similarity-Filtered Preference Learning,Nian Ran; Zhongzheng Li; Yue Wang; Qingsong Ran; Xiaoyuan Zhang; Shikun Feng; Richard Allmendinger; Xiaoguang Zhao,https://icml.cc/virtual/2026/poster/65324,Poster Session 8,"Focuses on multi-llm collaborative, expert knowledge, mcce multi-llm, collaborative search, and search discrete."
MCP-Persona: Benchmarking LLM Agents on Personalized MCP Tools and Tasks,Wenhao Wang; Peizhi Niu; Gongyi Zou; Xiyuan Yang; Jingxing Wang; Haoting Shi; Yaxin Du; Jingyi Chai; Xianghe Pang; shuo tang; Yanfeng Wang; Siheng Chen,https://icml.cc/virtual/2026/poster/60873,Poster Session 8,"Focuses on personalized mcp, mcp tools, mcp-persona benchmarking, benchmarking llm, and llm agents."
MechVQA: Benchmarking and Enhancing Multimodal LLMs on Comprehensive Mechanical Drawing Understanding,Qian Kou; Xiaofeng Shi; Yulin Li; Xiaosong Qiu; XinyangWang; Hua Zhou; Cao Dongxing,https://icml.cc/virtual/2026/poster/66437,Poster Session 5,"Focuses on mechanical drawing, drawing understanding, mechvqa benchmarking, benchmarking enhancing, and enhancing multimodal."
Memora: A Harmonic Memory Representation Balancing Abstraction and Specificity,Menglin Xia; Xuchao Zhang; Shantanu Dixit; Paramaguru Harimurugan; Rujia Wang; Victor Ruehle; Robert A Sim; Chetan Bansal; Saravanakumar Rajmohan,https://icml.cc/virtual/2026/poster/60515,Poster Session 1,"Focuses on memora harmonic, harmonic memory, memory representation, abstraction specificity, and agent memory."
Memory as a Markov Matrix: Sample Efficient Knowledge Expansion via Token-to-Dictionary Mapping,Kaustubh Vijaykumar Pethkar; Ziyang Xiong; Zuofeng Shang; Yingcong Li,https://icml.cc/virtual/2026/poster/61386,Poster Session 3,"Focuses on token-to-dictionary mapping, memory markov, markov matrix, matrix sample, and sample knowledge."
Memory-Efficient LLM Pretraining via Minimalist Optimizer Design,Athanasios Glentis; Jiaxiang Li; Andi Han; Mingyi Hong,https://icml.cc/virtual/2026/poster/61469,Poster Session 2,"Focuses on galore fira, fira apollo, memory consumption, llama scale, and memory-efficient llm."
MemoryBench: A Benchmark for Memory and Continual Learning in LLM Systems,Qingyao Ai; Yichen Tang; Changyue Wang; Jianming Long; Weihang Su; Yiqun LIU,https://icml.cc/virtual/2026/poster/64918,Poster Session 7,"Focuses on memory continual, llm systems, llm memory, user feedback, and memorybench memory."
MergeMix: Optimizing Mid-Training Data Mixtures via Learnable Model Merging,Jiapeng Wang; Changxin Tian; Kunlong Chen; ziqi liu; Jiaxin Mao; Xin Zhao; Zhiqiang Zhang; JUN ZHOU,https://icml.cc/virtual/2026/poster/66014,Poster Session 5,"Focuses on proxy training, merging weights, mergemix optimizing, optimizing mid-training, and mid-training mixtures."
MET-Bench: Multimodal Entity Tracking for Evaluating the Limitations of Vision-Language and Reasoning Models,Vanya Cohen; Ray Mooney,https://icml.cc/virtual/2026/poster/62633,Poster Session 8,"Focuses on entity tracking, met-bench multimodal, multimodal entity, tracking evaluating, and evaluating limitations."
MetaphorVU: Towards Metaphorical Video Understanding,Zhuoqun Li; Boxi Cao; Guiping Jiang; Fangrui Lv; Ruotong Pan; Jianan Wang; Xiangyu Wu; Hongyu Lin; Yaojie Lu; Yong Du; Ruyin Jia; Liyan; Tingting Gao; Han Li; Xianpei Han; Le Sun,https://icml.cc/virtual/2026/poster/60628,Poster Session 8,"Focuses on metaphorical video, video understanding, high-order cognitive, cognitive capabilities, and metaphorvu metaphorical."
Mind the Gap: Catching Hallucinations via Evidence Drop on the Reasoning Manifold,QunJie Chen; Yufei Chen; Xiaodong Yue; Linye Li,https://icml.cc/virtual/2026/poster/62422,Poster Session 3,"Focuses on evidence drop, local evidence, mind gap, gap catching, and catching hallucinations."
Mind the Gap: Structure-Aware Consistency in Preference Learning,Mehryar Mohri; Yutao Zhong,https://icml.cc/virtual/2026/poster/64853,Poster Session 3,"Focuses on structure-aware consistency, mind gap, gap structure-aware, consistency preference, and preference become."
MIND: Multi-rationale INtegrated Discriminative Reasoning Framework for Multi-modal Large Models,Chuang Yu; Jinmiao Zhao; Mingxuan Zhao; Yunpeng Liu; Xiujun Shu; Feng Yuanhao; Bo Wang; Xiangyu Yue,https://icml.cc/virtual/2026/poster/61439,Poster Session 4,"Focuses on multi-rationale integrated, integrated discriminative, discriminative reasoning, multi-rationale semantic, and mind multi-rationale."
MineDraft: A Framework for Batch Parallel Speculative Decoding,Zhenwei Tang; Arun Verma; Zijian Zhou; Zhaoxuan Wu; Alok Prakash; Daniela Rus; Bryan Kian Hsiang Low,https://icml.cc/virtual/2026/poster/61828,Poster Session 4,"Focuses on speculative decoding, minedraft batch, batch parallel, parallel speculative, and decoding speculative."
Mining Useful General Data for Low-Resource Domain Adaptation,Pingjie Wang; Hongcheng Liu; Yusheng Liao; Ziqing Fan; Yaxin Du; shuo tang; Yanfeng Wang; Yu Wang,https://icml.cc/virtual/2026/poster/60654,Poster Session 4,"Focuses on domain adaptation, low-resource domain, domain-only fine-tuning, mining useful, and useful general."
Mitigating Bias in Locally Constrained Decoding via Tractable Proposals,Meihua Dang; Linxin Song; Honghua Zhang; Jieyu Zhao; Guy Van den Broeck; Stefano Ermon,https://icml.cc/virtual/2026/poster/64626,Poster Session 1,"Focuses on smc sampling, target distribution, mitigating bias, bias locally, and locally constrained."
